Date,DayOfWeek,Package,PricePerNight,Taxes&Fees,StayTotal,ChangeVector
11-2-2023,Thursday,EXTENDED SNOWCATION,$2658.60,$744.21,$2871.09,⬇︎ (-1)
11-2-2023,Thursday,STANDARD ROOM RATE,$2954.00,$804.18,$3167.38,⬇︎ (-1)
11-2-2023,Thursday,BWE,$2519.40,$715.94,$2731.46,⬆︎ (9)
11-2-2023,Thursday,EXTENDED SNOWCATION,$2667.60,$746.04,$2880.12,⬆︎ (9)
11-2-2023,Thursday,STANDARD ROOM RATE,$2964.00,$806.21,$3177.41,⬆︎ (10)
11-3-2023,Friday,BWE,$2532.15,$718.52,$2744.24,⬆︎ (13)
11-3-2023,Friday,EXTENDED SNOWCATION,$2681.10,$748.76,$2893.64,⬆︎ (14)
11-3-2023,Friday,STANDARD ROOM RATE,$2979.00,$809.26,$3192.46,⬆︎ (15)
11-3-2023,Friday,BWE,$2540.65,$720.26,$2752.78,⬆︎ (9)
11-3-2023,Friday,EXTENDED SNOWCATION,$2690.10,$750.59,$2902.67,⬆︎ (9)
11-3-2023,Friday,STANDARD ROOM RATE,$2989.00,$811.29,$3202.49,⬆︎ (10)
11-4-2023,Saturday,BWE,$2333.25,$678.15,$2544.75,⬇︎ (-208)
11-4-2023,Saturday,EXTENDED SNOWCATION,$2470.50,$706.01,$2682.41,⬇︎ (-220)
11-4-2023,Saturday,STANDARD ROOM RATE,$2745.00,$761.75,$2957.75,⬇︎ (-245)
11-4-2023,Saturday,BWE,$2347.70,$681.07,$2559.23,⬆︎ (14)
11-4-2023,Saturday,EXTENDED SNOWCATION,$2485.80,$709.12,$2697.76,⬆︎ (15)
11-4-2023,Saturday,STANDARD ROOM RATE,$2762.00,$765.20,$2974.80,⬆︎ (17)
11-5-2023,Sunday,BWE,$2351.10,$681.76,$2562.64,⬆︎ (3)
11-5-2023,Sunday,EXTENDED SNOWCATION,$2489.40,$709.85,$2701.37,⬆︎ (4)
11-5-2023,Sunday,STANDARD ROOM RATE,$2766.00,$766.00,$2978.80,⬆︎ (4)
11-6-2023,Monday,BWE,$2355.35,$682.63,$2566.91,⬆︎ (4)
11-6-2023,Monday,EXTENDED SNOWCATION,$2493.90,$710.75,$2705.87,⬆︎ (5)
11-6-2023,Monday,STANDARD ROOM RATE,$2771.00,$767.03,$2983.83,⬆︎ (5)
11-6-2023,Monday,BWE,$2357.05,$682.97,$2568.61,⬆︎ (2)
11-6-2023,Monday,EXTENDED SNOWCATION,$2495.70,$711.13,$2707.69,⬆︎ (2)
11-6-2023,Monday,STANDARD ROOM RATE,$2773.00,$767.44,$2985.84,⬆︎ (2)
11-7-2023,Tuesday,BWE,$2362.15,$684.00,$2573.72,⬆︎ (5)
11-7-2023,Tuesday,EXTENDED SNOWCATION,$2501.10,$712.21,$2713.09,⬆︎ (5)
11-7-2023,Tuesday,STANDARD ROOM RATE,$2779.00,$768.64,$2991.84,⬆︎ (6)
11-7-2023,Tuesday,BWE,$2355.35,$682.63,$2566.91,⬇︎ (-7)
11-7-2023,Tuesday,EXTENDED SNOWCATION,$2493.90,$710.75,$2705.87,⬇︎ (-7)
11-7-2023,Tuesday,STANDARD ROOM RATE,$2771.00,$767.03,$2983.83,⬇︎ (-8)
11-8-2023,Wednesday,BWE,$2366.40,$684.87,$2577.99,⬆︎ (11)
11-8-2023,Wednesday,EXTENDED SNOWCATION,$2505.60,$713.13,$2717.61,⬆︎ (12)
11-8-2023,Wednesday,STANDARD ROOM RATE,$2784.00,$769.67,$2996.87,⬆︎ (13)
11-8-2023,Wednesday,BWE,$2073.15,$625.33,$2283.85,⬇︎ (-294)
11-8-2023,Wednesday,EXTENDED SNOWCATION,$2195.10,$650.09,$2406.17,⬇︎ (-311)
11-8-2023,Wednesday,STANDARD ROOM RATE,$2439.00,$699.62,$2650.82,⬇︎ (-346)
11-9-2023,Thursday,BWE,$2071.45,$624.98,$2282.14,⬇︎ (-2)
11-9-2023,Thursday,EXTENDED SNOWCATION,$2193.30,$649.73,$2404.37,⬇︎ (-2)
11-9-2023,Thursday,STANDARD ROOM RATE,$2437.00,$699.21,$2648.81,⬇︎ (-2)
11-9-2023,Thursday,BWE,$1484.95,$505.91,$1693.87,⬇︎ (-588)
11-9-2023,Thursday,EXTENDED SNOWCATION,$1572.30,$523.64,$1781.48,⬇︎ (-623)
11-9-2023,Thursday,STANDARD ROOM RATE,$1747.00,$559.10,$1956.70,⬇︎ (-692)
11-9-2023,Thursday,BWE,$1484.95,$505.91,$1693.87,🟰
11-9-2023,Thursday,EXTENDED SNOWCATION,$1572.30,$523.64,$1781.48,🟰
11-9-2023,Thursday,STANDARD ROOM RATE,$1747.00,$559.10,$1956.70,🟰
11-10-2023,Friday,BWE,$1774.80,$564.76,$1984.60,⬆︎ (291)
11-10-2023,Friday,EXTENDED SNOWCATION,$1879.20,$585.96,$2089.32,⬆︎ (308)
11-10-2023,Friday,STANDARD ROOM RATE,$2088.00,$628.34,$2298.74,⬆︎ (342)
11-10-2023,Friday,BWE_kids,$1536.80,$516.43,$1745.87,⬆︎ (1746)
11-10-2023,Friday,BWE,$1774.80,$564.76,$1984.60,🟰
11-10-2023,Friday,EXTENDED SNOWCATION,$1879.20,$585.96,$2089.32,🟰
11-10-2023,Friday,STANDARD ROOM RATE,$2088.00,$628.34,$2298.74,🟰
11-10-2023,Friday,BWE_kids,$1536.80,$516.43,$1745.87,🟰
11-10-2023,Friday,BWE,$1811.35,$572.18,$2021.26,⬆︎ (37)
11-10-2023,Friday,EXTENDED SNOWCATION,$1917.90,$593.81,$2128.13,⬆︎ (39)
11-10-2023,Friday,STANDARD ROOM RATE,$2131.00,$637.08,$2341.88,⬆︎ (43)
11-10-2023,Friday,BWE_kids,$1573.35,$523.86,$1782.54,⬆︎ (37)
11-11-2023,Saturday,BWE,$1814.75,$572.86,$2024.66,⬆︎ (3)
11-11-2023,Saturday,EXTENDED SNOWCATION,$1921.50,$594.55,$2131.75,⬆︎ (4)
11-11-2023,Saturday,STANDARD ROOM RATE,$2135.00,$637.90,$2345.90,⬆︎ (4)
11-11-2023,Saturday,BWE_kids,$1576.75,$524.55,$1785.95,⬆︎ (3)
11-11-2023,Saturday,BWE,$1804.55,$570.80,$2014.44,⬇︎ (-10)
11-11-2023,Saturday,EXTENDED SNOWCATION,$1910.70,$592.35,$2120.91,⬇︎ (-11)
11-11-2023,Saturday,STANDARD ROOM RATE,$2123.00,$635.46,$2333.86,⬇︎ (-12)
11-11-2023,Saturday,BWE_kids,$1566.55,$522.48,$1775.72,⬇︎ (-10)
11-12-2023,Sunday,BWE,$1749.30,$559.58,$1959.02,⬇︎ (-55)
11-12-2023,Sunday,EXTENDED SNOWCATION,$1852.20,$580.48,$2062.24,⬇︎ (-59)
11-12-2023,Sunday,STANDARD ROOM RATE,$2058.00,$622.26,$2268.66,⬇︎ (-65)
11-12-2023,Sunday,BWE_kids,$1511.30,$511.26,$1720.30,⬇︎ (-55)
11-12-2023,Sunday,BWE,$1791.80,$568.20,$2001.64,⬆︎ (43)
11-12-2023,Sunday,EXTENDED SNOWCATION,$1897.20,$589.62,$2107.38,⬆︎ (45)
11-12-2023,Sunday,STANDARD ROOM RATE,$2108.00,$632.41,$2318.81,⬆︎ (50)
11-12-2023,Sunday,BWE_kids,$1553.80,$519.88,$1762.92,⬆︎ (43)
11-13-2023,Monday,BWE,$1790.10,$567.85,$1999.93,⬇︎ (-2)
11-13-2023,Monday,EXTENDED SNOWCATION,$1895.40,$589.24,$2105.56,⬇︎ (-2)
11-13-2023,Monday,STANDARD ROOM RATE,$2106.00,$632.00,$2316.80,⬇︎ (-2)
11-13-2023,Monday,BWE_kids,$1552.10,$519.54,$1761.22,⬇︎ (-2)
11-13-2023,Monday,BWE,$1788.40,$567.51,$1998.23,⬇︎ (-2)
11-13-2023,Monday,EXTENDED SNOWCATION,$1893.60,$588.87,$2103.75,⬇︎ (-2)
11-13-2023,Monday,STANDARD ROOM RATE,$2104.00,$631.61,$2314.81,⬇︎ (-2)
11-13-2023,Monday,BWE_kids,$1550.40,$519.19,$1759.51,⬇︎ (-2)
11-14-2023,Tuesday,BWE,$1788.40,$567.51,$1998.23,🟰
11-14-2023,Tuesday,EXTENDED SNOWCATION,$1893.60,$588.87,$2103.75,🟰
11-14-2023,Tuesday,STANDARD ROOM RATE,$2104.00,$631.61,$2314.81,🟰
11-14-2023,Tuesday,BWE_kids,$1550.40,$519.19,$1759.51,🟰
11-14-2023,Tuesday,BWE,$1773.10,$564.41,$1982.89,⬇︎ (-15)
11-14-2023,Tuesday,EXTENDED SNOWCATION,$1877.40,$585.58,$2087.50,⬇︎ (-16)
11-14-2023,Tuesday,STANDARD ROOM RATE,$2086.00,$627.93,$2296.73,⬇︎ (-18)
11-14-2023,Tuesday,BWE_kids,$1535.10,$516.09,$1744.17,⬇︎ (-15)
11-15-2023,Wednesday,BWE,$1728.90,$555.44,$1938.56,⬇︎ (-44)
11-15-2023,Wednesday,EXTENDED SNOWCATION,$1830.60,$576.09,$2040.57,⬇︎ (-47)
11-15-2023,Wednesday,STANDARD ROOM RATE,$2034.00,$617.39,$2244.59,⬇︎ (-52)
11-15-2023,Wednesday,BWE_kids,$1490.90,$507.12,$1699.84,⬇︎ (-44)
11-15-2023,Wednesday,BWE,$2511.75,$714.38,$2723.78,⬆︎ (785)
11-15-2023,Wednesday,EXTENDED SNOWCATION,$2659.50,$744.40,$2872.00,⬆︎ (831)
11-15-2023,Wednesday,STANDARD ROOM RATE,$2955.00,$804.40,$3168.40,⬆︎ (924)
11-15-2023,Wednesday,BWE_kids,$2273.75,$666.06,$2485.06,⬆︎ (785)
11-16-2023,Thursday,BWE,$2510.90,$714.23,$2722.95,⬇︎ (-1)
11-16-2023,Thursday,EXTENDED SNOWCATION,$2658.60,$744.21,$2871.09,⬇︎ (-1)
11-16-2023,Thursday,STANDARD ROOM RATE,$2954.00,$804.18,$3167.38,⬇︎ (-1)
11-16-2023,Thursday,BWE_kids,$2272.90,$665.88,$2484.20,⬇︎ (-1)
11-16-2023,Thursday,BWE,$2418.25,$695.41,$2630.01,⬇︎ (-93)
11-16-2023,Thursday,EXTENDED SNOWCATION,$2560.50,$724.28,$2772.68,⬇︎ (-98)
11-16-2023,Thursday,STANDARD ROOM RATE,$2845.00,$782.06,$3058.06,⬇︎ (-109)
11-16-2023,Thursday,BWE_kids,$2180.25,$647.08,$2391.28,⬇︎ (-93)
11-17-2023,Friday,BWE,$2421.65,$696.09,$2633.41,⬆︎ (3)
11-17-2023,Friday,EXTENDED SNOWCATION,$2564.10,$725.02,$2776.30,⬆︎ (4)
11-17-2023,Friday,STANDARD ROOM RATE,$2849.00,$782.86,$3062.06,⬆︎ (4)
11-17-2023,Friday,BWE_kids,$2183.65,$647.77,$2394.69,⬆︎ (3)
11-17-2023,Friday,BWE,$2493.90,$710.75,$2705.87,⬆︎ (72)
11-17-2023,Friday,EXTENDED SNOWCATION,$2640.60,$740.55,$2853.03,⬆︎ (77)
11-17-2023,Friday,STANDARD ROOM RATE,$2934.00,$800.13,$3147.33,⬆︎ (85)
11-17-2023,Friday,BWE_kids,$2255.90,$662.44,$2467.16,⬆︎ (72)
11-18-2023,Saturday,BWE,$2494.75,$710.94,$2706.74,⬆︎ (1)
11-18-2023,Saturday,EXTENDED SNOWCATION,$2641.50,$740.73,$2853.93,⬆︎ (1)
11-18-2023,Saturday,STANDARD ROOM RATE,$2935.00,$800.33,$3148.33,⬆︎ (1)
11-18-2023,Saturday,BWE_kids,$2256.75,$662.62,$2468.02,⬆︎ (1)
11-18-2023,Saturday,BWE,$2485.40,$709.04,$2697.36,⬇︎ (-9)
11-18-2023,Saturday,EXTENDED SNOWCATION,$2631.60,$738.72,$2844.00,⬇︎ (-10)
11-18-2023,Saturday,STANDARD ROOM RATE,$2924.00,$798.10,$3137.30,⬇︎ (-11)
11-18-2023,Saturday,BWE_kids,$2247.40,$660.71,$2458.63,⬇︎ (-9)
11-19-2023,Sunday,BWE,$2484.55,$708.87,$2696.51,⬇︎ (-1)
11-19-2023,Sunday,EXTENDED SNOWCATION,$2630.70,$738.53,$2843.09,⬇︎ (-1)
11-19-2023,Sunday,STANDARD ROOM RATE,$2923.00,$797.89,$3136.29,⬇︎ (-1)
11-19-2023,Sunday,BWE_kids,$2246.55,$660.54,$2457.78,⬇︎ (-1)
11-19-2023,Sunday,BWE,$2496.45,$711.28,$2708.44,⬆︎ (12)
11-19-2023,Sunday,EXTENDED SNOWCATION,$2643.30,$741.10,$2855.74,⬆︎ (13)
11-19-2023,Sunday,STANDARD ROOM RATE,$2937.00,$800.72,$3150.32,⬆︎ (14)
11-19-2023,Sunday,BWE_kids,$2258.45,$662.95,$2469.71,⬆︎ (12)
11-20-2023,Monday,BWE_kids,$2258.45,$662.95,$2469.71,🟰
11-27-2023,Monday,STANDARD ROOM RATE,$2715.00,$755.67,$2927.67,⬇︎ (-223)
11-27-2023,Monday,C-sale,$2172.00,$645.40,$2383.00,⬆︎ (2383)
11-27-2023,Monday,C-sale_kids,$1948.00,$599.92,$2158.32,⬆︎ (2158)
11-27-2023,Monday,STANDARD ROOM RATE,$2731.00,$758.90,$2943.70,⬆︎ (16)
11-27-2023,Monday,C-sale,$2184.80,$648.01,$2395.85,⬆︎ (13)
11-27-2023,Monday,C-sale_kids,$1960.80,$602.51,$2171.15,⬆︎ (13)
11-27-2023,Monday,STANDARD ROOM RATE ROOM RATE,$2451.00,$702.06,$2662.86,⬆︎ (2663)
11-27-2023,Monday,PASS HOLDER EXCLUSIVE CYBER SALE,$1960.80,$602.51,$2171.15,⬆︎ (2171)
11-28-2023,Tuesday,STANDARD ROOM RATE,$2439.00,$699.62,$2650.82,⬇︎ (-12)
11-28-2023,Tuesday,STANDARD ROOM RATE ROOM RATE,$2439.00,$699.62,$2650.82,⬇︎ (-12)
11-28-2023,Tuesday,PASS HOLDER EXCLUSIVE CYBER SALE,$1953.60,$601.05,$2163.93,⬇︎ (-7)
11-28-2023,Tuesday,STANDARD ROOM RATE,$2442.00,$700.23,$2653.83,⬆︎ (3)
11-28-2023,Tuesday,STANDARD ROOM RATE,$2436.00,$698.99,$2647.79,⬇︎ (-6)
11-28-2023,Tuesday,EARLY SKI SEASON OFFER,$2301.70,$671.74,$2513.10,⬆︎ (2513)
11-28-2023,Tuesday,EXTENDED SNOWCATION,$2192.40,$649.54,$2403.46,⬆︎ (2403)
11-28-2023,Tuesday,STANDARD ROOM RATE,$2436.00,1,$2647.79,🟰
11-28-2023,Tuesday,EARLY SKI SEASON OFFER,$2301.70,1,$2513.10,🟰
11-28-2023,Tuesday,EXTENDED SNOWCATION,$2192.40,1,$2403.46,🟰
11-29-2023,Wednesday,STANDARD ROOM RATE,$2410.00,1,$2621.72,⬇︎ (-26)
11-29-2023,Wednesday,EARLY SKI SEASON OFFER,$2278.30,1,$2489.63,⬇︎ (-23)
11-29-2023,Wednesday,EXTENDED SNOWCATION,$2169.00,1,$2379.99,⬇︎ (-23)
11-29-2023,Wednesday,STANDARD ROOM RATE,$2376.00,1,$2587.61,⬇︎ (-34)
11-29-2023,Wednesday,EARLY SKI SEASON OFFER,$2247.70,1,$2458.93,⬇︎ (-31)
11-29-2023,Wednesday,EXTENDED SNOWCATION,$2138.40,1,$2349.30,⬇︎ (-31)
11-29-2023,Wednesday,STANDARD ROOM RATE,$2376.00,1,$2587.61,🟰
11-29-2023,Wednesday,EARLY SKI SEASON OFFER,$2247.70,1,$2458.93,🟰
11-29-2023,Wednesday,EXTENDED SNOWCATION,$2138.40,1,$2349.30,🟰
11-30-2023,Thursday,STANDARD ROOM RATE,$2432.00,1,$2643.80,⬆︎ (56)
11-30-2023,Thursday,EARLY SKI SEASON OFFER,$2298.40,1,$2509.78,⬆︎ (51)
11-30-2023,Thursday,EXTENDED SNOWCATION,$2188.80,1,$2399.85,⬆︎ (51)
11-30-2023,Thursday,STANDARD ROOM RATE,$2432.00,1,$2643.80,🟰
11-30-2023,Thursday,EARLY SKI SEASON OFFER,$2298.40,1,$2509.78,🟰
11-30-2023,Thursday,EXTENDED SNOWCATION,$2188.80,1,$2399.85,🟰
11-30-2023,Thursday,STANDARD ROOM RATE,$2373.00,1,$2584.62,⬇︎ (-59)
11-30-2023,Thursday,EARLY SKI SEASON OFFER,$2245.30,1,$2456.53,⬇︎ (-53)
11-30-2023,Thursday,EXTENDED SNOWCATION,$2135.70,1,$2346.59,⬇︎ (-53)
11-30-2023,Thursday,STANDARD ROOM RATE,$2373.00,1,$2584.62,🟰
11-30-2023,Thursday,EARLY SKI SEASON OFFER,$2245.30,1,$2456.53,🟰
11-30-2023,Thursday,EXTENDED SNOWCATION,$2135.70,1,$2346.59,🟰
12-1-2023,Friday,STANDARD ROOM RATE,$2250.00,1,$2461.24,⬇︎ (-123)
12-1-2023,Friday,EARLY SKI SEASON OFFER,$2129.00,1,$2339.87,⬇︎ (-117)
12-1-2023,Friday,EXTENDED SNOWCATION,$2025.00,1,$2235.57,⬇︎ (-111)
12-1-2023,Friday,STANDARD ROOM RATE,$2212.00,1,$2423.13,⬇︎ (-38)
12-1-2023,Friday,EARLY SKI SEASON OFFER,$2094.40,1,$2305.17,⬇︎ (-35)
12-1-2023,Friday,EXTENDED SNOWCATION,$1990.80,1,$2201.25,⬇︎ (-34)
12-2-2023,Saturday,STANDARD ROOM RATE,$2212.00,1,$2423.13,🟰
12-2-2023,Saturday,EARLY SKI SEASON OFFER,$2094.50,1,$2305.28,🟰
12-2-2023,Saturday,EXTENDED SNOWCATION,$1990.80,1,$2201.25,🟰
12-2-2023,Saturday,STANDARD ROOM RATE,$2194.00,1,$2405.07,⬇︎ (-18)
12-2-2023,Saturday,EARLY SKI SEASON OFFER,$2078.20,1,$2288.92,⬇︎ (-16)
12-2-2023,Saturday,EXTENDED SNOWCATION,$1974.60,1,$2185.00,⬇︎ (-16)
12-3-2023,Sunday,STANDARD ROOM RATE,$2191.00,1,$2402.06,⬇︎ (-3)
12-3-2023,Sunday,EARLY SKI SEASON OFFER,$2075.50,1,$2286.21,⬇︎ (-3)
12-3-2023,Sunday,EXTENDED SNOWCATION,$1971.90,1,$2182.30,⬇︎ (-3)
12-3-2023,Sunday,STANDARD ROOM RATE,$2178.00,1,$2389.02,⬇︎ (-13)
12-3-2023,Sunday,EARLY SKI SEASON OFFER,$2063.80,1,$2274.47,⬇︎ (-12)
12-3-2023,Sunday,EXTENDED SNOWCATION,$1960.20,1,$2170.57,⬇︎ (-12)
12-4-2023,Monday,STANDARD ROOM RATE,$2196.00,1,$2407.07,⬆︎ (18)
12-4-2023,Monday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2170.05,1,$2392.27,⬆︎ (2392)
12-4-2023,Monday,EARLY SKI SEASON OFFER,$2079.90,1,$2290.63,⬆︎ (16)
12-4-2023,Monday,STANDARD ROOM RATE,$2196.00,1,$2407.07,🟰
12-4-2023,Monday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2170.05,1,$2392.27,🟰
12-4-2023,Monday,EARLY SKI SEASON OFFER,$2079.90,1,$2290.63,🟰
12-4-2023,Monday,STANDARD ROOM RATE,$2252.00,1,$2463.25,⬆︎ (56)
12-4-2023,Monday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2217.65,1,$2440.01,⬆︎ (48)
12-4-2023,Monday,EARLY SKI SEASON OFFER,$2130.40,1,$2341.28,⬆︎ (51)
12-5-2023,Tuesday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2336.65,1,$2559.36,⬆︎ (119)
12-5-2023,Tuesday,EARLY SKI SEASON OFFER,$2264.40,1,$2475.68,⬆︎ (134)
12-5-2023,Tuesday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2634.15,1,$2857.77,⬆︎ (298)
12-5-2023,Tuesday,EARLY SKI SEASON OFFER,$2629.50,1,$2841.90,⬆︎ (366)
12-5-2023,Tuesday,STANDARD ROOM RATE,$2732.00,1,$2944.71,⬆︎ (481)
12-5-2023,Tuesday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2625.65,1,$2849.26,⬇︎ (-9)
12-5-2023,Tuesday,EARLY SKI SEASON OFFER,$2589.40,1,$2801.67,⬇︎ (-40)
12-6-2023,Wednesday,STANDARD ROOM RATE,$2713.00,1,$2925.66,⬇︎ (-19)
12-6-2023,Wednesday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2609.50,1,$2833.05,⬇︎ (-16)
12-6-2023,Wednesday,EARLY SKI SEASON OFFER,$2572.30,1,$2784.52,⬇︎ (-17)
12-6-2023,Wednesday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2546.60,1,$2769.96,⬇︎ (-63)
12-6-2023,Wednesday,EARLY SKI SEASON OFFER,$2505.80,1,$2717.81,⬇︎ (-67)
12-7-2023,Thursday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2546.60,1,$2769.96,🟰
12-7-2023,Thursday,EARLY SKI SEASON OFFER,$2505.80,1,$2717.81,🟰
12-7-2023,Thursday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2550.85,1,$2774.22,⬆︎ (4)
12-7-2023,Thursday,EARLY SKI SEASON OFFER,$2510.50,1,$2722.53,⬆︎ (5)
12-8-2023,Friday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2550.85,1,$2774.22,🟰
12-8-2023,Friday,EARLY SKI SEASON OFFER,$2510.50,1,$2722.53,🟰
12-8-2023,Friday,STANDARD ROOM RATE,$2644.00,1,$2856.45,⬇︎ (-69)
12-9-2023,Saturday,BUNDLE UP AND SAVE ON LIFT TICKETS AND LODGING,$2550.85,1,$2774.22,🟰
