Date,DayOfWeek,Package,PricePerNight,Taxes&Fees,StayTotal,ChangeVector
02-27-2024,Tuesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$727,$883,$7022,⬇︎ (-295)
02-28-2024,Wednesday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$538,$4551,⬇︎ (-1)
02-28-2024,Wednesday,Easy Mountain - Mt Crested Butte,$205,$241,$2326,🟰
02-28-2024,Wednesday,"Hot Tub, Close Walk to the Slopes!",$386,$454,$3779,⬆︎ (1)
02-28-2024,Wednesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$396,$465,$3868,⬆︎ (3)
02-28-2024,Wednesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$727,$883,$7022,🟰
02-28-2024,Wednesday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
02-28-2024,Wednesday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$537,$4549,⬇︎ (-2)
02-28-2024,Wednesday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3255,⬇︎ (-524)
02-28-2024,Wednesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3864,⬇︎ (-4)
02-29-2024,Thursday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$537,$4549,🟰
02-29-2024,Thursday,Easy Mountain - Mt Crested Butte,$205,$241,$2326,🟰
02-29-2024,Thursday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3255,🟰
02-29-2024,Thursday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3864,🟰
02-29-2024,Thursday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$763,$926,$7479,⬆︎ (457)
02-29-2024,Thursday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
02-29-2024,Thursday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3256,⬆︎ (1)
02-29-2024,Thursday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3865,⬆︎ (1)
02-29-2024,Thursday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$731,$887,$7052,⬇︎ (-427)
03-1-2024,Friday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$537,$4546,⬇︎ (-3)
03-1-2024,Friday,Easy Mountain - Mt Crested Butte,$205,$241,$2326,🟰
03-1-2024,Friday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3255,⬇︎ (-1)
03-1-2024,Friday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3863,⬇︎ (-2)
03-1-2024,Friday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$731,$887,$7052,🟰
03-1-2024,Friday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-1-2024,Friday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$537,$4546,🟰
03-1-2024,Friday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3255,🟰
03-1-2024,Friday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3863,🟰
03-1-2024,Friday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$889,$7064,⬆︎ (12)
03-2-2024,Saturday,Comfortable Condo close to Slopes with a Hot Tub!,$458,$538,$4554,⬆︎ (8)
03-2-2024,Saturday,Easy Mountain - Mt Crested Butte,$205,$241,$2326,🟰
03-2-2024,Saturday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3261,⬆︎ (6)
03-2-2024,Saturday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3866,⬆︎ (3)
03-2-2024,Saturday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$889,$7064,🟰
03-2-2024,Saturday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-2-2024,Saturday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$538,$4552,⬇︎ (-2)
03-2-2024,Saturday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3261,🟰
03-2-2024,Saturday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3864,⬇︎ (-2)
03-3-2024,Sunday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$538,$4552,🟰
03-3-2024,Sunday,Easy Mountain - Mt Crested Butte,$205,$241,$2326,🟰
03-3-2024,Sunday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3261,🟰
03-3-2024,Sunday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3864,🟰
03-3-2024,Sunday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$889,$7064,🟰
03-3-2024,Sunday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-4-2024,Monday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$538,$4552,🟰
03-4-2024,Monday,Easy Mountain - Mt Crested Butte,$205,$241,$2326,🟰
03-4-2024,Monday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3261,🟰
03-4-2024,Monday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3865,⬆︎ (1)
03-4-2024,Monday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$889,$7064,🟰
03-4-2024,Monday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-4-2024,Monday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3865,🟰
03-5-2024,Tuesday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$538,$4552,🟰
03-5-2024,Tuesday,Easy Mountain - Mt Crested Butte,$205,$241,$2326,🟰
03-5-2024,Tuesday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3261,🟰
03-5-2024,Tuesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3865,🟰
03-5-2024,Tuesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$889,$7064,🟰
03-5-2024,Tuesday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-5-2024,Tuesday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,⬇︎ (-294)
03-6-2024,Wednesday,Comfortable Condo close to Slopes with a Hot Tub!,$457,$538,$4552,🟰
03-6-2024,Wednesday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-6-2024,Wednesday,"Hot Tub, Close Walk to the Slopes!",$330,$388,$3261,🟰
03-6-2024,Wednesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$395,$465,$3865,🟰
03-6-2024,Wednesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$760,$922,$7449,⬆︎ (385)
03-6-2024,Wednesday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-6-2024,Wednesday,Comfortable Condo close to Slopes with a Hot Tub!,$422,$496,$4180,⬇︎ (-372)
03-6-2024,Wednesday,"Hot Tub, Close Walk to the Slopes!",$305,$358,$3019,⬇︎ (-242)
03-6-2024,Wednesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$365,$429,$3590,⬇︎ (-275)
03-6-2024,Wednesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$730,$887,$7049,⬇︎ (-400)
03-7-2024,Thursday,Comfortable Condo close to Slopes with a Hot Tub!,$422,$496,$4180,🟰
03-7-2024,Thursday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-7-2024,Thursday,"Hot Tub, Close Walk to the Slopes!",$305,$358,$3019,🟰
03-7-2024,Thursday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$365,$429,$3590,🟰
03-7-2024,Thursday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$730,$887,$7049,🟰
03-7-2024,Thursday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-8-2024,Friday,Comfortable Condo close to Slopes with a Hot Tub!,$418,$492,$4149,⬇︎ (-31)
03-8-2024,Friday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-8-2024,Friday,"Hot Tub, Close Walk to the Slopes!",$302,$355,$2994,⬇︎ (-25)
03-8-2024,Friday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$362,$425,$3562,⬇︎ (-28)
03-8-2024,Friday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$730,$887,$7049,🟰
03-8-2024,Friday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-8-2024,Friday,Comfortable Condo close to Slopes with a Hot Tub!,$422,$496,$4185,⬆︎ (36)
03-8-2024,Friday,"Hot Tub, Close Walk to the Slopes!",$305,$358,$3020,⬆︎ (26)
03-8-2024,Friday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$365,$429,$3591,⬆︎ (29)
03-9-2024,Saturday,Comfortable Condo close to Slopes with a Hot Tub!,$422,$496,$4185,🟰
03-9-2024,Saturday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-9-2024,Saturday,"Hot Tub, Close Walk to the Slopes!",$305,$358,$3020,🟰
03-9-2024,Saturday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$365,$429,$3591,🟰
03-9-2024,Saturday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$731,$888,$7054,⬆︎ (5)
03-9-2024,Saturday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-9-2024,Saturday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$889,$7061,⬆︎ (7)
03-10-2024,Sunday,Comfortable Condo close to Slopes with a Hot Tub!,$422,$496,$4185,🟰
03-10-2024,Sunday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-10-2024,Sunday,"Hot Tub, Close Walk to the Slopes!",$304,$358,$3013,⬇︎ (-7)
03-10-2024,Sunday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$364,$428,$3581,⬇︎ (-10)
03-10-2024,Sunday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$890,$7068,⬆︎ (7)
03-10-2024,Sunday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-10-2024,Sunday,Comfortable Condo close to Slopes with a Hot Tub!,$423,$497,$4189,⬆︎ (4)
03-10-2024,Sunday,"Hot Tub, Close Walk to the Slopes!",$304,$358,$3013,🟰
03-10-2024,Sunday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$365,$430,$3594,⬆︎ (13)
03-10-2024,Sunday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$890,$7068,🟰
03-11-2024,Monday,Comfortable Condo close to Slopes with a Hot Tub!,$423,$497,$4189,🟰
03-11-2024,Monday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-11-2024,Monday,"Hot Tub, Close Walk to the Slopes!",$304,$358,$3013,🟰
03-11-2024,Monday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$365,$430,$3594,🟰
03-11-2024,Monday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$732,$890,$7068,🟰
03-11-2024,Monday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-11-2024,Monday,Comfortable Condo close to Slopes with a Hot Tub!,$422,$496,$4183,⬇︎ (-6)
03-11-2024,Monday,"Hot Tub, Close Walk to the Slopes!",$304,$358,$3015,⬆︎ (2)
03-11-2024,Monday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$364,$429,$3587,⬇︎ (-7)
03-11-2024,Monday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$733,$890,$7072,⬆︎ (4)
03-12-2024,Tuesday,Comfortable Condo close to Slopes with a Hot Tub!,$422,$496,$4183,🟰
03-12-2024,Tuesday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-12-2024,Tuesday,"Hot Tub, Close Walk to the Slopes!",$304,$358,$3015,🟰
03-12-2024,Tuesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$364,$429,$3587,🟰
03-12-2024,Tuesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$900,$7289,⬆︎ (217)
03-12-2024,Tuesday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-12-2024,Tuesday,Comfortable Condo close to Slopes with a Hot Tub!,$423,$497,$4194,⬆︎ (11)
03-12-2024,Tuesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$366,$430,$3597,⬆︎ (10)
03-12-2024,Tuesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$900,$7289,🟰
03-13-2024,Wednesday,Comfortable Condo close to Slopes with a Hot Tub!,$423,$497,$4194,🟰
03-13-2024,Wednesday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-13-2024,Wednesday,"Hot Tub, Close Walk to the Slopes!",$304,$358,$3015,🟰
03-13-2024,Wednesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$366,$430,$3597,🟰
03-13-2024,Wednesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$900,$7289,🟰
03-13-2024,Wednesday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-13-2024,Wednesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$740,$898,$7272,⬇︎ (-17)
03-14-2024,Thursday,Comfortable Condo close to Slopes with a Hot Tub!,$423,$497,$4194,🟰
03-14-2024,Thursday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-14-2024,Thursday,"Hot Tub, Close Walk to the Slopes!",$304,$358,$3015,🟰
03-14-2024,Thursday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$366,$430,$3597,🟰
03-14-2024,Thursday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$740,$898,$7272,🟰
03-14-2024,Thursday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-14-2024,Thursday,Comfortable Condo close to Slopes with a Hot Tub!,$423,$497,$4192,⬇︎ (-2)
03-14-2024,Thursday,"Hot Tub, Close Walk to the Slopes!",$305,$359,$3024,⬆︎ (9)
03-14-2024,Thursday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$741,$899,$7280,⬆︎ (8)
03-15-2024,Friday,Comfortable Condo close to Slopes with a Hot Tub!,$423,$497,$4192,🟰
03-15-2024,Friday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-15-2024,Friday,"Hot Tub, Close Walk to the Slopes!",$305,$359,$3024,🟰
03-15-2024,Friday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$366,$430,$3597,🟰
03-15-2024,Friday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$741,$899,$7280,🟰
03-15-2024,Friday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-15-2024,Friday,"Hot Tub, Close Walk to the Slopes!",$304,$357,$3012,⬇︎ (-12)
03-15-2024,Friday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$364,$429,$3587,⬇︎ (-10)
03-15-2024,Friday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$900,$7289,⬆︎ (9)
03-16-2024,Saturday,Comfortable Condo close to Slopes with a Hot Tub!,$421,$495,$4174,⬇︎ (-18)
03-16-2024,Saturday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-16-2024,Saturday,"Hot Tub, Close Walk to the Slopes!",$304,$357,$3012,🟰
03-16-2024,Saturday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$364,$429,$3587,🟰
03-16-2024,Saturday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$900,$7289,🟰
03-16-2024,Saturday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-16-2024,Saturday,Comfortable Condo close to Slopes with a Hot Tub!,$420,$494,$4168,⬇︎ (-6)
03-16-2024,Saturday,"Hot Tub, Close Walk to the Slopes!",$303,$357,$3006,⬇︎ (-6)
03-16-2024,Saturday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$362,$425,$3562,⬇︎ (-25)
03-16-2024,Saturday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$901,$7293,⬆︎ (4)
03-17-2024,Sunday,Comfortable Condo close to Slopes with a Hot Tub!,$420,$494,$4168,🟰
03-17-2024,Sunday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-17-2024,Sunday,"Hot Tub, Close Walk to the Slopes!",$303,$357,$3006,🟰
03-17-2024,Sunday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$362,$425,$3562,🟰
03-17-2024,Sunday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$901,$7293,🟰
03-17-2024,Sunday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-17-2024,Sunday,Comfortable Condo close to Slopes with a Hot Tub!,$418,$491,$4146,⬇︎ (-22)
03-17-2024,Sunday,"Hot Tub, Close Walk to the Slopes!",$302,$355,$2990,⬇︎ (-16)
03-17-2024,Sunday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$359,$423,$3541,⬇︎ (-21)
03-18-2024,Monday,Comfortable Condo close to Slopes with a Hot Tub!,$418,$491,$4146,🟰
03-18-2024,Monday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-18-2024,Monday,"Hot Tub, Close Walk to the Slopes!",$302,$355,$2990,🟰
03-18-2024,Monday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$359,$423,$3541,🟰
03-18-2024,Monday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$742,$901,$7293,🟰
03-18-2024,Monday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-18-2024,Monday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$740,$899,$7279,⬇︎ (-14)
03-19-2024,Tuesday,Comfortable Condo close to Slopes with a Hot Tub!,$418,$491,$4146,🟰
03-19-2024,Tuesday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-19-2024,Tuesday,"Hot Tub, Close Walk to the Slopes!",$302,$355,$2990,🟰
03-19-2024,Tuesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$359,$423,$3541,🟰
03-19-2024,Tuesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$740,$899,$7279,🟰
03-19-2024,Tuesday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-19-2024,Tuesday,Comfortable Condo close to Slopes with a Hot Tub!,$418,$492,$4147,⬆︎ (1)
03-19-2024,Tuesday,"Hot Tub, Close Walk to the Slopes!",$302,$355,$2993,⬆︎ (3)
03-19-2024,Tuesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$753,$914,$7391,⬆︎ (112)
03-20-2024,Wednesday,Comfortable Condo close to Slopes with a Hot Tub!,$418,$492,$4147,🟰
03-20-2024,Wednesday,Easy Mountain - Mt Crested Butte,$176,$207,$2032,🟰
03-20-2024,Wednesday,"Hot Tub, Close Walk to the Slopes!",$302,$355,$2993,🟰
03-20-2024,Wednesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$359,$423,$3541,🟰
03-20-2024,Wednesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$754,$915,$7396,⬆︎ (5)
03-20-2024,Wednesday,"Ski in/Ski Out, 50 Feet from Lift, Sleeps 7. New Luxury Remodel!!",$750,$945,$6853,🟰
03-20-2024,Wednesday,"Hot Tub, Close Walk to the Slopes!",$301,$354,$2986,⬇︎ (-7)
03-20-2024,Wednesday,LOCATION! Base Area Trails Right Outside your Door! GREAT RATES!,$359,$422,$3538,⬇︎ (-3)
03-20-2024,Wednesday,Cozy Crested Butte Condo 50 Yards from Ski Lift!,$754,$915,$7396,🟰
