Date,DayOfWeek,Package,Subtotal,Taxes&Fees,OnlineTotal,RewardsTotal,ChangeVector
10-14-2024,Monday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-15-2024,Tuesday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-15-2024,Tuesday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-15-2024,Tuesday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-16-2024,Wednesday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-16-2024,Wednesday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-16-2024,Wednesday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-17-2024,Thursday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-17-2024,Thursday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-17-2024,Thursday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-18-2024,Friday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-18-2024,Friday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-18-2024,Friday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-19-2024,Saturday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-19-2024,Saturday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-19-2024,Saturday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-20-2024,Sunday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-20-2024,Sunday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-20-2024,Sunday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-21-2024,Monday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-21-2024,Monday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-21-2024,Monday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-22-2024,Tuesday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-22-2024,Tuesday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-22-2024,Tuesday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-23-2024,Wednesday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-23-2024,Wednesday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-23-2024,Wednesday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-24-2024,Thursday,STANDARD ROOM RATE,$1030.00,$413.53,$1443.53,$1443.53,🟰
10-24-2024,Thursday,EXTENDED SNOWCATION,$901.28,$387.40,$1288.68,$1288.68,🟰
10-24-2024,Thursday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$849.78,$376.93,$1226.71,$1226.71,🟰
10-25-2024,Friday,STANDARD ROOM RATE,$1131.00,$434.04,$1565.04,$1565.04,⬆︎ (122)
10-25-2024,Friday,EXTENDED SNOWCATION,$989.65,$405.34,$1394.99,$1394.99,⬆︎ (106)
10-25-2024,Friday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$933.10,$393.86,$1326.96,$1326.96,⬆︎ (100)
10-25-2024,Friday,STANDARD ROOM RATE,$1139.00,$435.66,$1574.66,$1574.66,⬆︎ (10)
10-25-2024,Friday,EXTENDED SNOWCATION,$996.65,$406.75,$1403.40,$1403.40,⬆︎ (8)
10-26-2024,Saturday,STANDARD ROOM RATE,$1139.00,$435.66,$1574.66,$1574.66,🟰
10-26-2024,Saturday,EXTENDED SNOWCATION,$996.65,$406.75,$1403.40,$1403.40,🟰
10-26-2024,Saturday,WINTER ADVANCED PURCHASE: NON-REFUNDABLE,$939.70,$395.19,$1334.89,$1334.89,⬆︎ (8)
